experience,age_cat,condition,runID,grid,data_type,short_name,round,stand_cross,answer,rt,mean_baseline,n_picks,n_matches,n_players,alignment_score,majority_answer,majority_prop,alt_alignment,cross_n_picks,cross_n_matches,cross_n_players,cross_alignment_score,cross_majority_answer,cross_majority_prop,cross_alt_alignment,1_crossed_young_to_old_res_book,2_crossed_young_to_old_res_choco,3_crossed_young_to_old_res_brand_cloth,4_crossed_young_to_old_res_dog,5_crossed_young_to_old_res_building,6_crossed_young_to_old_res_city,7_crossed_young_to_old_res_africa,8_crossed_young_to_old_res_europe,9_crossed_young_to_old_res_country_holiday,10_crossed_young_to_old_res_date_year,11_crossed_young_to_old_res_drink_bar,12_crossed_young_to_old_res_flower,13_crossed_young_to_old_res_currency,14_crossed_young_to_old_res_houseplant,15_crossed_young_to_old_res_job,16_crossed_young_to_old_res_landmark,17_crossed_young_to_old_res_magazine,18_crossed_young_to_old_res_car,19_crossed_young_to_old_res_mountain,20_crossed_young_to_old_res_band,21_crossed_young_to_old_res_newspaper,22_crossed_young_to_old_res_part_car,23_crossed_young_to_old_res_politic,24_crossed_young_to_old_res_river,25_crossed_young_to_old_res_sport,26_crossed_young_to_old_res_sport_person,27_crossed_young_to_old_res_school,28_crossed_young_to_old_res_super,29_crossed_young_to_old_res_tv,30_crossed_young_to_old_res_insect,31_crossed_young_to_old_res_weather,32_crossed_young_to_old_res_celebrate,33_crossed_young_to_old_res_fit,34_crossed_young_to_old_res_number,35_crossed_young_to_old_res_history,36_crossed_young_to_old_res_item_cloth,37_crossed_young_to_old_res_year,38_crossed_young_to_old_res_night_out,39_crossed_young_to_old_res_people_holiday,40_crossed_young_to_old_res_parties,41_crossed_young_to_old_res_bathroom,42_crossed_young_to_old_res_garden,43_crossed_young_to_old_res_beach,1_crossed_old_to_young_res_book,2_crossed_old_to_young_res_brand_cloth,3_crossed_old_to_young_res_choco,4_crossed_old_to_young_res_dog,5_crossed_old_to_young_res_building,6_crossed_old_to_young_res_city,7_crossed_old_to_young_res_africa,8_crossed_old_to_young_res_europe,9_crossed_old_to_young_res_country_holiday,10_crossed_old_to_young_res_date,11_crossed_old_to_young_res_drink_bar,12_crossed_old_to_young_res_flower,13_crossed_old_to_young_res_currency,14_crossed_old_to_young_res_houseplant,15_crossed_old_to_young_res_job,16_crossed_old_to_young_res_landmark,17_crossed_old_to_young_res_magazine,18_crossed_old_to_young_res_car,19_crossed_old_to_young_res_mountain,20_crossed_old_to_young_res_band,21_crossed_old_to_young_res_newspaper,22_crossed_old_to_young_res_part_car,23_crossed_old_to_young_res_politic,24_crossed_old_to_young_res_river,25_crossed_old_to_young_res_sport,26_crossed_old_to_young_res_sport_person,27_crossed_old_to_young_res_school,28_crossed_old_to_young_res_super,29_crossed_old_to_young_res_tv,30_crossed_old_to_young_res_insect,31_crossed_old_to_young_res_weather,32_crossed_old_to_young_res_celebrate,33_crossed_old_to_young_res_fit,34_crossed_old_to_young_res_number,35_crossed_old_to_young_res_history,36_crossed_old_to_young_res_item_cloth,37_crossed_old_to_young_res_year,38_crossed_old_to_young_res_night_out,39_crossed_old_to_young_res_people_holiday,40_crossed_old_to_young_res_parties,41_crossed_old_to_young_res_bathroom,42_crossed_old_to_young_res_garden,43_crossed_old_to_young_res_beach,crossed_alignment_score
independent,younger,within,557d8066fdf99b4d58356037,32_Name a typical celebration,free_gen_question,celebration,1,1,party,8311.7,0.134575924,,0,50,0,birthday,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,33_Name a way of getting fit,free_gen_question,fit,1,1,gym,4459.6,0.134575924,,20,50,0.408163265,jogging,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191,,,,,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,34_Name a whole number,free_gen_question,number,1,1,10,4842.7,0.134575924,,12,50,0.244897959,10,0.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191489362,,,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,35_Name an important person from history,free_gen_question,history,1,1,churchill,10631.9,0.087627756,,10,50,0.204081633,churchill,0.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723404255,,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,36_Name an item of clothing,free_gen_question,clothing,1,1,shoes,11840.6,0.087627756,,4,50,0.081632653,tshirt,0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,37_Name any year (past present or future),free_gen_question,year,1,1,2000,6056.7,0.087627756,,10,50,0.204081633,2020,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255319149,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,38_Name something people might do on a night out,free_gen_question,night_out,1,1,dance_out,1867.2,0.134575924,,14,50,0.285714286,drinking_out,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,39_Name something people might do on holiday,free_gen_question,people_holiday,1,1,sunbathe,3546,0.134575924,,22,50,0.448979592,sunbathe,0.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489361702,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,3_Name a brand of clothing,free_gen_question,clothing_brand,1,1,nike,1621.9,0.087627756,,17,50,0.346938776,nike,0.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,40_Name something that happens at parties,free_gen_question,party,1,1,drinking_party,2658.6,0.087627756,,34,50,0.693877551,drinking_party,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255319149,,,,
dependent,younger,within,557d8066fdf99b4d58356037,41_Name something that might be found in a bathroom,free_gen_question,bathroom,1,1,towel,2422.2,0.087627756,,4,50,0.081632653,toilet,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,
dependent,younger,within,557d8066fdf99b4d58356037,42_Name something that might be found in the garden,free_gen_question,garden,1,1,grass,2220,0.087627756,,25,50,0.510204082,grass,0.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915,,
independent,younger,within,557d8066fdf99b4d58356037,43_Name something that might be found on the beach,free_gen_question,beach,1,1,sand,4187.1,0.134575924,,31,50,0.632653061,sand,0.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468085106,
independent,younger,within,557d8066fdf99b4d58356037,4_Name a breed of dog,free_gen_question,dog,1,1,golden retriever,6894.8,0.134575924,,1,50,0.020408163,labrador,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,5_Name a building,free_gen_question,building,1,1,gherkin,2789.1,0.087627756,,2,50,0.040816327,empire state building,0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,6_Name a city,free_gen_question,city,1,1,london,3000.1,0.134575924,,34,50,0.693877551,london,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,557d8066fdf99b4d58356037,7_Name a country in Africa,free_gen_question,africa,1,1,nigeria,7268.7,0.087627756,,6,50,0.12244898,kenya,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,8_Name a country in Europe,free_gen_question,europe,1,1,uk,19781.5,0.134575924,,1,48,0.021276596,france,0.604166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,557d8066fdf99b4d58356037,9_Name a country you might go to on holiday,free_gen_question,holiday,1,1,spain,2959.2,0.134575924,,31,50,0.632653061,spain,0.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,10_Name a date in the year (dd/mm),free_gen_question,date,1,1,10/10/2023 00:00,7731.9,0.084954291,,0,49,0,25/12/2023 00:00,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,11_Name a drink ordered at a bar,free_gen_question,drink_bar,1,1,lager,5491.2,0.084954291,,1,49,0.020833333,beer,0.326530612,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,12_Name a flower,free_gen_question,flower,1,1,lotus,3896.6,0.114894194,,0,49,0,rose,0.571428571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,13_Name a foreign currency,free_gen_question,currency,1,1,euro,9368.4,0.114894194,,29,48,0.617021277,euro,0.625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,14_Name a houseplant,free_gen_question,houseplant,1,1,spider plant,7054,0.114894194,,7,48,0.14893617,cactus,0.1875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,15_Name a job or profession,free_gen_question,job,1,1,doctor,14101.4,0.084954291,,7,49,0.145833333,doctor,0.163265306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,16_Name a landmark,free_gen_question,landmark,1,1,nelsons column,8797,0.084954291,,1,49,0.020833333,big ben,0.306122449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,17_Name a magazine,free_gen_question,magazine,1,1,home and country,27726.4,0.084954291,,0,49,0,tv guide,0.183673469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,18_Name a make of car,free_gen_question,car,1,1,ford,6587.2,0.114894194,,27,49,0.5625,ford,0.571428571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,19_Name a mountain,free_gen_question,mountain,1,1,everest,4272.7,0.114894194,,36,49,0.75,everest,0.755102041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,1_Name a book,free_gen_question,book,1,1,bible,3181.1,0.114894194,,11,48,0.234042553,bible,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,20_Name a musical band or artist,free_gen_question,music_artist,1,1,oasis,4364.9,0.084954291,,1,49,0.020833333,the beatles,0.387755102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,21_Name a newspaper,free_gen_question,newspaper,1,1,daily mail,8404.9,0.084954291,,22,49,0.458333333,daily mail,0.469387755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260869565,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,22_Name a part of a car,free_gen_question,car_part,1,1,exhaust,5455,0.114894194,,3,49,0.0625,engine,0.346938776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,23_Name a political party,free_gen_question,political,1,1,conservatives,9591.9,0.084954291,,38,49,0.791666667,conservatives,0.795918367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,24_Name a river,free_gen_question,river,1,1,avon,5543,0.114894194,,0,49,0,thames,0.612244898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,25_Name a sport,free_gen_question,sport,1,1,football,3719.8,0.114894194,,31,48,0.659574468,football,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,26_Name a sports person (of any sport),free_gen_question,player,1,1,david beckham,8444.2,0.084954291,,8,48,0.170212766,david beckham,0.1875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191489362,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,27_Name a subject you might study at school,free_gen_question,subject,1,1,english,4236,0.114894194,,15,49,0.3125,maths,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361702128,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,28_Name a supermarket chain,free_gen_question,supermarket,1,1,tesco,4908.7,0.114894194,,29,49,0.604166667,tesco,0.612244898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617021277,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,29_Name a television channel or streaming service,free_gen_question,tv,1,1,bbc 1,5983,0.084954291,,23,49,0.479166667,bbc 1,0.489795918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340425532,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,2_Name a brand of chocolate bar,free_gen_question,chocolate,1,1,cadbury,4786.5,0.084954291,,32,49,0.666666667,cadbury,0.673469388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,30_Name a type of insect,free_gen_question,insect,1,1,spider,9631.4,0.114894194,,4,49,0.083333333,ant,0.306122449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,31_Name a type of weather,free_gen_question,weather,1,1,sunny,5389.9,0.114894194,,16,49,0.333333333,rain,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,32_Name a typical celebration,free_gen_question,celebration,1,1,birthday,8015.4,0.114894194,,24,49,0.5,birthday,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,33_Name a way of getting fit,free_gen_question,fit,1,1,jogging,4663.4,0.114894194,,26,49,0.541666667,jogging,0.551020408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,34_Name a whole number,free_gen_question,number,1,1,10,7612.3,0.114894194,,8,49,0.166666667,10,0.183673469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191489362,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,35_Name an important person from history,free_gen_question,history,1,1,churchill,7167.3,0.084954291,,24,49,0.5,churchill,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723404255,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,36_Name an item of clothing,free_gen_question,clothing,1,1,jeans,4447.7,0.084954291,,2,49,0.041666667,jumper,0.204081633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,37_Name any year (past present or future),free_gen_question,year,1,1,2022,6221.9,0.084954291,,3,49,0.0625,2000,0.12244898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766,,,,,,,
independent,younger,between,5797564b70c76a0001245734,38_Name something people might do on a night out,free_gen_question,night_out,1,1,dance_out,7097.3,0.114894194,,27,49,0.5625,dance_out,0.571428571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,,,,
independent,younger,between,5797564b70c76a0001245734,39_Name something people might do on holiday,free_gen_question,people_holiday,1,1,sunbathe,7032.8,0.114894194,,24,49,0.5,sunbathe,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489361702,,,,,
dependent,younger,between,5797564b70c76a0001245734,3_Name a brand of clothing,free_gen_question,clothing_brand,1,1,ralph lauren,29068.8,0.084954291,,0,49,0,nike,0.224489796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,40_Name something that happens at parties,free_gen_question,party,1,1,drinking_party,4540.3,0.084954291,,7,49,0.145833333,dance_party,0.367346939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255319149,,,,
dependent,younger,between,5797564b70c76a0001245734,41_Name something that might be found in a bathroom,free_gen_question,bathroom,1,1,toilet,7630.5,0.084954291,,14,49,0.291666667,toilet,0.306122449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,
dependent,younger,between,5797564b70c76a0001245734,42_Name something that might be found in the garden,free_gen_question,garden,1,1,flowers,4461.9,0.084954291,,13,48,0.276595745,grass,0.3125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276595745,,
independent,younger,between,5797564b70c76a0001245734,43_Name something that might be found on the beach,free_gen_question,beach,1,1,shell,4886.9,0.114894194,,14,49,0.291666667,sand,0.448979592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404255319,
independent,younger,between,5797564b70c76a0001245734,4_Name a breed of dog,free_gen_question,dog,1,1,labrador,4799,0.114894194,,18,49,0.375,labrador,0.387755102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,5_Name a building,free_gen_question,building,1,1,shard,6510.9,0.084954291,,4,49,0.083333333,empire state building,0.183673469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,6_Name a city,free_gen_question,city,1,1,london,4407,0.114894194,,39,49,0.8125,london,0.816326531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,5797564b70c76a0001245734,7_Name a country in Africa,free_gen_question,africa,1,1,zimbabwe,8573.4,0.084954291,,1,48,0.021276596,nigeria,0.208333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,8_Name a country in Europe,free_gen_question,europe,1,1,france,13318,0.114894194,,29,48,0.617021277,france,0.625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,5797564b70c76a0001245734,9_Name a country you might go to on holiday,free_gen_question,holiday,1,1,greece,7990.2,0.114894194,,1,49,0.020833333,spain,0.795918367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,5797564b70c76a0001245734,10_Name a date in the year (dd/mm),free_gen_question,date,2,1,10/10/2023 00:00,3487.2,0.087627756,,0,49,0,25/12/2023 00:00,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,5797564b70c76a0001245734,11_Name a drink ordered at a bar,free_gen_question,drink_bar,2,1,mojito,6612.8,0.087627756,,0,50,0,beer,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,5797564b70c76a0001245734,12_Name a flower,free_gen_question,flower,2,1,daffodil,5536.3,0.134575924,,2,50,0.040816327,rose,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,5797564b70c76a0001245734,13_Name a foreign currency,free_gen_question,currency,2,1,euro,3058.8,0.134575924,,36,48,0.765957447,euro,0.770833333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,5797564b70c76a0001245734,14_Name a houseplant,free_gen_question,houseplant,2,1,spider plant,4243.6,0.134575924,,5,50,0.102040816,cactus,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
